symbol,rmse_original,rmse_scaled,spearman_corr,avg_confidence,avg_target,n_observations,n_unique_preds
A,0.00048191238578670903,0.0004813020986004364,0.5762597362844686,22.39636954714349,0.0004969657669055347,5698.0,1320.0
AA,0.0004255889368683873,0.0004322554784130282,0.611399844983213,5.972342475139297,0.0008300330592661186,5856.0,1408.0
AAL,0.0003355986852281803,0.00034366309211199427,0.5793115986858797,5.892960245248259,0.0008085689526192608,6211.0,1510.0
AAOI,0.0008711110162415275,0.0008778836929698324,0.666499737773807,0.9963632051669372,0.0020665761386094903,4093.0,1217.0
AAON,0.000813389513506289,0.0008168668435157382,0.4216635439002811,3.741549231579016,0.0006439784695356671,3446.0,1051.0
AAP,0.00035074713524977454,0.0003631928303097232,0.5975266824175208,4.947457234476515,0.0008759040634796915,386.0,184.0
AAPL,0.00016614172233461285,0.00016601089372106118,0.666778730736492,114.31761532068478,0.0004041895850858029,6339.0,1317.0
AAXJ,0.00010384998721586327,0.0001060912573998511,0.6279658087692126,140.6190436411712,0.0002808244533993708,708.0,295.0
ABBV,0.00026261748782864763,0.0002626098525224766,0.6184841283318055,95.28542373470987,0.00043724580031246913,6268.0,1322.0
ABNB,0.00021321566594495307,0.00021412394068852036,0.6283355365563229,30.1629698559017,0.0005771820598243767,6272.0,1388.0
ABT,0.00023969196124312456,0.00023889323970998372,0.6013192600076814,137.6958311445411,0.0003856196919389539,6282.0,1193.0
ACAD,0.00038615298554700296,0.0003918314939417256,0.4145429755491026,3.4771276564260742,0.0010156597704478831,523.0,238.0
ACGL,0.0001609889043753528,0.0001642311300212453,0.6331851200766851,71.23938092539315,0.0004248255524804597,6072.0,1324.0
ACHC,0.0005945469546616811,0.0005935754857615131,0.5529518050093166,4.1578137105924915,0.0008566589941335945,5116.0,1411.0
ACHR,0.00120504476611859,0.0011675783677341978,0.7379262425884466,0.5899844720025738,0.002885136827331305,1968.0,711.0
ACI,0.000565723211228386,0.0005664154558662499,0.4799998763662883,9.342399405890331,0.0006392417301377146,1186.0,510.0
ACIW,0.0016799734191337498,0.0016798123981017503,0.48835209225687304,7.782688336114625,0.0006220736586008209,4070.0,1105.0
ACLS,0.00041745891804220714,0.0004281423363351072,0.536053348495788,3.3390191969397156,0.0008196602823843898,4629.0,1247.0
ACLX,0.0006068900173747976,0.0006168336721126726,0.4043232787856097,1.7060109297891815,0.001036938409362727,3519.0,1088.0
ACMR,0.000582175583926596,0.0006065227482333252,0.514664074070195,2.1847229644825177,0.001256632662967089,631.0,288.0
ACN,0.0002730736468944255,0.0002714994646670339,0.6077984825451028,72.64912386875554,0.0004081634598549302,5963.0,1254.0
ACVA,0.0003534874490973007,0.00036287004380795786,0.42361958263992827,3.9857437636447726,0.000800831420733412,277.0,138.0
ACWI,0.00012365247473265344,0.00012240434659133894,0.6859590444601238,241.98704716901148,0.00023197267716617575,5856.0,810.0
ADBE,0.00018427284189617625,0.00018571429183973295,0.6290251615980952,59.41249592100022,0.0004840384265609838,6293.0,1448.0
ADI,0.00022593313881833266,0.0002265272021129894,0.6254178037792042,25.086346302161164,0.0005718855457755488,6234.0,1418.0
ADM,0.00022207948028210442,0.00022534754871236315,0.5762749800512855,39.41874824385682,0.0004916850426289684,2956.0,939.0
ADMA,0.000474801480874486,0.0004822962597445672,0.6197328678495312,3.2556498082469165,0.001146194667941025,5832.0,1470.0
ADP,0.0001436376455751357,0.00014472031421861167,0.5598385829659004,127.69690385857174,0.00031643214621168676,5903.0,1030.0
